Respondent ID,Respondant Zip Code,Urban or Rural Re-scaled,Age,Gender,Ethnicity,Income Re-scaled,Education Re-scaled,Household size Re-scaled,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled,"Elections: During the last (2022) election, I voted:",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled,Energy Crisis Re-scaled,Climate Change Re-scaled,Lack of Natural Resources Re-scaled,Militarty Conflicts Re-scaled,Interstate Conflicts Re-scaled,Employment and Livelihood Re-scaled,Infectious Disease Re-scaled,AI Re-scaled,Cybersecurity Re-scaled,Crisis Composit Score,Systems Thinking Score,Trust Score,Conspiracy,Complexity,Openness,Conscienciousness,Extroversion,Agreeableness,Neuroticism
1776,85015,1,22,Male,White/Caucasian,1,2,4,Single,Other,2,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,2,2,2,1,2,3,2,2,1,10,0.7222222222222222,0.833333375,0.0,0.6666666666666667,0.8333333333333334,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7222222222222222
1777,85326,0,22,Male,White/Caucasian,1,2,4,Single,Employed Part-time,2,Did not vote,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,3,0,3,1,3,0,3,0,7,0.861111111111111,0.416666675,0.06666666666666671,0.6000000000000001,0.9999999999999999,0.7222222222222222,0.05555555555555555,0.6666666666666666,0.6666666666666666
1778,85345,1,38,Male,Hispanic,3,3,4,Single,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,3,2,3,3,0,3,2,3,3,11,0.75,0.75,0.06666666666666671,0.7333333333333334,0.9999999999999999,0.7777777777777778,0.611111111111111,0.9999999999999999,0.888888888888889
1783,0,1,48,Female,White/Caucasian,5,2,4,Married or Partnered,Other,3,Did not vote,That there is a well-functioning social system,Democracy,Democracy,Democracy,3,0,0,0,0,0,0,3,0,3,6,1.0,0.666666675,0.0,0.6000000000000001,0.9999999999999999,0.7222222222222222,0.2777777777777778,0.9999999999999999,0.9999999999999999
1784,85364,1,37,Male,White/Caucasian,8,5,4,Married or Partnered,Employed Full-time,3,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,3,3,2,2,2,2,2,1,9,0.6666666666666666,0.416666675,0.26666666666666666,0.6666666666666667,0.9444444444444445,0.9444444444444445,0.4444444444444444,0.9999999999999999,0.22222222222222218
1786,85032,1,77,Female,White/Caucasian,4,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,2,1,0,2,0,2,1,1,6,0.6944444444444444,0.5,0.2,0.7333333333333334,0.9999999999999999,0.9999999999999999,0.888888888888889,0.7777777777777778,0.22222222222222218
1788,85310,1,62,Male,White/Caucasian,8,4,2,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,1,0,1,0,1,0,0,1,2,0.8333333333333333,0.5,0.26666666666666666,0.5333333333333334,0.7777777777777778,0.9999999999999999,0.611111111111111,0.9444444444444445,0.11111111111111113
1790,85340,1,76,Male,White/Caucasian,5,5,1,Widowed,Retired,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,1,0,3,1,2,3,3,2,1,1,10,0.6666666666666666,0.75,0.0,0.6000000000000001,0.7222222222222222,0.6666666666666666,0.7222222222222222,0.8333333333333334,0.2777777777777778
1791,85205,1,54,Female,Black/African-American,7,3,3,Married or Partnered,Other,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,0,2,2,1,1,1,0,1,1,1,4,0.6388888888888888,0.16666665000000003,0.3333333333333333,0.6000000000000001,0.7777777777777778,0.888888888888889,0.6666666666666666,0.9999999999999999,0.2777777777777778
1793,85023,1,48,Female,Hispanic,3,2,4,Seperated,Other,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,0,0,1,3,1,0,0,3,0,0,3,0.611111111111111,0.08333334999999997,0.46666666666666673,0.39999999999999997,0.7777777777777778,0.8333333333333334,0.9444444444444445,0.2777777777777778,0.7222222222222222
1794,85254,1,58,Female,White/Caucasian,9,6,2,Married or Partnered,Employed Full-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,2,1,1,1,3,1,1,7,0.8888888888888888,0.916666625,0.2,0.8,0.9999999999999999,0.888888888888889,0.5555555555555556,0.9444444444444445,0.5555555555555556
1795,85050,1,49,Male,White/Caucasian,10,5,2,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,2,3,3,1,1,2,2,1,2,0,7,0.41666666666666663,0.16666665000000003,0.2,0.7333333333333334,0.5555555555555556,0.888888888888889,0.38888888888888895,0.38888888888888895,0.0
1797,85706,1,55,Female,Hispanic,5,6,1,Seperated,Unemployed,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Democracy,3,3,1,3,2,0,3,1,0,3,7,0.5277777777777778,0.5,0.06666666666666671,0.26666666666666666,0.6666666666666666,0.7777777777777778,0.33333333333333337,0.4444444444444444,0.6666666666666666
1798,85048,1,66,Female,White/Caucasian,6,5,3,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,0,0,0,0,0,1,1,2,0.6666666666666666,0.416666675,0.3333333333333333,0.5333333333333334,0.33333333333333337,0.7777777777777778,0.33333333333333337,0.9444444444444445,0.05555555555555555
1799,85379,1,29,Male,White/Caucasian,1,2,6,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,3,3,2,0,1,0,1,2,0,2,5,0.5277777777777778,0.416666675,0.2,0.6666666666666667,0.5555555555555556,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.2777777777777778
1800,85260,1,70,Female,White/Caucasian,1,3,1,Seperated,Retired,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,3,1,1,1,3,3,0,1,8,0.9444444444444444,0.08333334999999997,0.0,0.6666666666666667,0.611111111111111,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.5555555555555556
1801,85208,1,39,Male,White/Caucasian,2,3,3,Married or Partnered,Other,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,2,2,0,1,3,2,1,1,8,0.611111111111111,0.5,0.13333333333333336,0.7333333333333334,0.611111111111111,0.6666666666666666,0.5,0.8333333333333334,0.888888888888889
1802,85364,1,23,Male,Hispanic,4,2,5,Single,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Autocracy,Autocracy,2,2,2,2,2,2,2,2,2,2,10,0.8888888888888888,0.333333325,0.6666666666666667,0.6666666666666667,0.8333333333333334,0.888888888888889,0.7222222222222222,0.5555555555555556,0.16666666666666666
1803,85255,1,65,Female,White/Caucasian,10,6,1,Widowed,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,0,2,1,0,1,0,2,2,0,5,0.75,0.75,0.2,0.7333333333333334,0.9444444444444445,0.7777777777777778,0.9444444444444445,0.7777777777777778,0.16666666666666666
1804,85719,1,26,Female,White/Caucasian,2,2,6,Single,Employed Full-time,2,Did not vote,That there is no great gap between rich and poor,Autocracy,Democracy,Autocracy,0,2,3,0,0,2,1,1,1,1,6,0.9444444444444444,0.333333325,0.39999999999999997,0.46666666666666673,0.8333333333333334,0.6666666666666666,0.5555555555555556,0.888888888888889,0.8333333333333334
1806,85009,1,42,Male,White/Caucasian,9,5,5,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That there is no great gap between rich and poor,Democracy,Democracy,Democracy,3,2,2,1,3,2,2,1,2,2,9,0.7222222222222222,0.666666675,0.6000000000000001,0.6666666666666667,0.9444444444444445,0.8333333333333334,0.611111111111111,0.611111111111111,0.6666666666666666
1808,85044,1,38,Female,White/Caucasian,4,4,3,Single,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,3,2,3,3,2,2,3,3,3,1,12,0.7222222222222222,0.666666675,0.0,0.46666666666666673,0.5555555555555556,0.888888888888889,0.7777777777777778,0.888888888888889,0.611111111111111
1809,85044,1,74,Female,White/Caucasian,7,6,2,Married or Partnered,Retired,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,3,3,3,3,2,2,1,3,3,3,12,1.0,0.666666675,0.2,0.6000000000000001,0.9999999999999999,0.888888888888889,0.7222222222222222,0.7777777777777778,0.5
1810,85702,1,34,Male,White/Caucasian,8,6,4,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,3,3,3,2,2,2,3,0,3,10,0.6666666666666666,0.666666675,0.39999999999999997,0.5333333333333334,0.8333333333333334,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.38888888888888895
1811,85737,0,45,Female,Hispanic,7,2,5,Married or Partnered,Employed Full-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,3,2,2,1,1,3,3,1,3,11,0.75,0.583333325,0.39999999999999997,0.6000000000000001,0.5555555555555556,0.8333333333333334,0.33333333333333337,0.5,0.611111111111111
1812,86442,1,45,Male,White/Caucasian,7,3,2,Married or Partnered,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Democracy,2,3,0,2,0,0,1,2,0,1,4,0.611111111111111,0.16666665000000003,0.2,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.2777777777777778
1813,85653,1,35,Female,White/Caucasian,8,4,4,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Autocracy,0,0,0,0,0,0,0,1,0,0,1,0.75,0.5,0.26666666666666666,0.8,0.5,0.9999999999999999,0.8333333333333334,0.7777777777777778,0.22222222222222218
1814,85119,1,44,Male,White/Caucasian,2,2,1,Single,Unemployed,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,5,0.5,0.5,0.0,0.13333333333333336,0.5,0.5,0.5,0.5,0.5
1815,85283,1,53,Male,Black/African-American,5,5,3,Seperated,Employed Full-time,0,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,0,0,0,0,0,2,1,0,0,3,0.6388888888888888,0.833333375,0.06666666666666671,0.5333333333333334,0.7222222222222222,0.9999999999999999,0.611111111111111,0.8333333333333334,0.2777777777777778
1816,85383,1,68,Male,White/Caucasian,9,3,3,Married or Partnered,Retired,3,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,1,1,1,1,2,1,1,6,0.5,0.583333325,0.13333333333333336,0.6000000000000001,0.611111111111111,0.6666666666666666,0.7777777777777778,0.4444444444444444,0.4444444444444444
1817,85142,1,59,Male,White/Caucasian,7,2,3,Seperated,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,0,0,0,0,0,0,0,0,0.6944444444444444,0.75,0.0,0.26666666666666666,0.6666666666666666,0.7777777777777778,0.38888888888888895,0.9999999999999999,0.33333333333333337
1819,85040,1,69,Female,Black/African-American,4,3,3,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,3,3,0,2,3,2,2,2,11,0.861111111111111,0.916666625,0.2,0.7333333333333334,0.9999999999999999,0.9999999999999999,0.22222222222222218,0.9999999999999999,0.5
1820,85373,1,66,Male,White/Caucasian,6,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Democracy,Democracy,2,2,0,1,1,1,0,0,0,2,3,0.6388888888888888,0.08333334999999997,0.2,0.26666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.38888888888888895
1822,85204,1,62,Female,White/Caucasian,8,5,1,Seperated,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,3,1,1,2,0,2,3,1,8,0.6388888888888888,0.833333375,0.2,0.5333333333333334,0.6666666666666666,0.611111111111111,0.888888888888889,0.7222222222222222,0.6666666666666666
1823,85027,1,40,Female,White/Caucasian,8,3,3,Married or Partnered,Employed Full-time,1,Did not vote,That there is a well-functioning social system,Autocracy,Neither,Neither,3,3,2,3,0,1,0,3,3,3,10,0.5,1.0,0.6666666666666667,0.6666666666666667,0.8333333333333334,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.33333333333333337
1824,85711,1,32,Female,White/Caucasian,3,2,6,Married or Partnered,Other,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,1,2,2,2,3,2,11,0.41666666666666663,0.416666675,0.39999999999999997,0.46666666666666673,0.611111111111111,0.5555555555555556,0.5555555555555556,0.611111111111111,0.4444444444444444
1825,86005,0,28,Female,Hispanic,4,3,1,Seperated,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,2,2,1,2,1,1,2,3,1,1,8,0.5555555555555556,0.583333325,0.3333333333333333,0.6000000000000001,0.7777777777777778,0.7222222222222222,0.6666666666666666,0.611111111111111,0.7777777777777778
1826,85378,1,73,Female,White/Caucasian,4,5,1,Seperated,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,1,2,0,0,0,0,1,0,0,1,0.75,0.75,0.39999999999999997,0.6666666666666667,0.6666666666666666,0.7222222222222222,0.16666666666666666,0.7222222222222222,0.5
1828,85738,1,67,Female,White/Caucasian,4,5,1,Single,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Neither,3,2,2,1,1,1,3,1,1,1,7,0.4722222222222222,0.416666675,0.39999999999999997,0.6000000000000001,0.9444444444444445,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.888888888888889
1829,85634,1,41,Male,Native American,5,2,2,Single,Employed Full-time,1,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,2,1,2,1,2,1,3,2,1,2,9,0.41666666666666663,0.5,0.6000000000000001,0.3333333333333333,0.5,0.5555555555555556,0.38888888888888895,0.6666666666666666,0.38888888888888895
1831,85226,1,35,Female,Asian,1,4,4,Married or Partnered,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,0,2,1,0,1,2,1,0,1,5,0.6666666666666666,0.16666665000000003,0.26666666666666666,0.6000000000000001,0.7777777777777778,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.9444444444444445
1832,85635,0,72,Male,White/Caucasian,4,3,3,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,3,3,2,2,0,2,0,0,4,0.4444444444444444,0.5,0.26666666666666666,0.6666666666666667,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.7777777777777778,0.4444444444444444
1833,85013,1,53,Male,White/Caucasian,8,5,2,Married or Partnered,Employed Full-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,3,3,3,1,2,3,3,3,1,3,13,0.8055555555555555,0.833333375,0.06666666666666671,0.5333333333333334,0.7222222222222222,0.8333333333333334,0.888888888888889,0.611111111111111,0.7777777777777778
1834,85021,0,56,Male,White/Caucasian,1,3,1,Widowed,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.5,0.583333325,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.38888888888888895,0.5555555555555556,0.5
1835,85226,1,39,Male,Hispanic,7,4,6,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,2,2,0,1,1,2,2,1,1,1,7,0.5555555555555556,0.333333325,0.46666666666666673,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5,0.6666666666666666,0.5
1836,86004,1,32,Male,White/Caucasian,2,5,3,Single,Employed Full-time,1,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,5,0.5,0.5,0.39999999999999997,0.6000000000000001,0.33333333333333337,0.38888888888888895,0.33333333333333337,0.5,0.5
1838,85658,0,73,Male,White/Caucasian,8,5,3,Married or Partnered,Retired,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,3,1,0,2,0,1,1,1,5,0.8055555555555555,0.75,0.0,0.6666666666666667,0.6666666666666666,0.9444444444444445,0.4444444444444444,0.888888888888889,0.11111111111111113
1839,85212,0,68,Male,White/Caucasian,7,5,2,Married or Partnered,Retired,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,1,0,0,3,0,3,0,0,6,0.75,0.08333334999999997,0.06666666666666671,0.5333333333333334,0.6666666666666666,0.888888888888889,0.611111111111111,0.7222222222222222,0.16666666666666666
1840,85027,1,42,Female,White/Caucasian,8,5,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,0,0,0,0,0,0,0,0,0,0,0.9722222222222222,0.666666675,0.5333333333333334,0.6000000000000001,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.8333333333333334
